迭代精度：0.001
迭代次数：1000
wkt_geom	tail	head	flow	time
MultiLineString ((776889 1704294, 751248 1703295))	911	910	381.19	0.195277777777778
MultiLineString ((515151 1857141, 482517 1858806))	866	865	919.6373046874994	0.195000000000021
MultiLineString ((482517 1858806, 515151 1857141))	865	866	466.4896484374999	0.195000000000001
MultiLineString ((488511 2144187, 521145 2144520))	782	783	259.0500000000001	0.195
MultiLineString ((521145 2144520, 488511 2144187))	783	782	477.0099999999999	0.195
MultiLineString ((484182 1825173, 516816 1824174))	868	869	105.5000000000001	0.195
MultiLineString ((516816 1824174, 484182 1825173))	869	868	148.58999999999992	0.195
MultiLineString ((487512 1693638, 487179 1661670))	880	883	90.85000000000002	0.194722222222222
MultiLineString ((487179 1661670, 487512 1693638))	883	880	34.32	0.194722222222222
MultiLineString ((457209 2016981, 451881 1985679))	708	714	52.720000000000006	0.194166666666667
MultiLineString ((451881 1985679, 457209 2016981))	714	708	81.05	0.194166666666667
MultiLineString ((457209 2016981, 489177 2016981))	708	709	234.71999999999997	0.193333333333333
MultiLineString ((489177 2016981, 457209 2016981))	709	708	413.1499999999994	0.193333333333333
MultiLineString ((424575 2113884, 424908 2082249))	785	793	152.42000000000002	0.193333333333333
MultiLineString ((456543 2113884, 488511 2113884))	786	787	290.39000000000004	0.193333333333333
MultiLineString ((488511 2113884, 456543 2113884))	787	786	272.33000000000015	0.193333333333333
MultiLineString ((424908 2082249, 456543 2081916))	793	794	545.8599999999996	0.193333333333333
MultiLineString ((424908 2082249, 424575 2113884))	793	785	308.2299999999998	0.193333333333333
MultiLineString ((456543 2081916, 424908 2082249))	794	793	545.37	0.193333333333333
MultiLineString ((456876 2050281, 488844 2050281))	802	803	262.6599999999999	0.193333333333333
MultiLineString ((488844 2050281, 456876 2050281))	803	802	313.63000000000005	0.193333333333333
MultiLineString ((589077 1786212, 581418 1763568))	835	846	176.72999999999985	0.193333333333333
MultiLineString ((581418 1763568, 589077 1786212))	846	835	73.71000000000001	0.193333333333333
MultiLineString ((451881 1985679, 452214 1954044))	714	720	31.900000000000013	0.193055555555556
MultiLineString ((452214 1954044, 451881 1985679))	720	714	57.82000000000002	0.193055555555556
MultiLineString ((483516 1890774, 482517 1858806))	733	865	748.2426953124996	0.193055555555556
MultiLineString ((482517 1858806, 483516 1890774))	865	733	378.5003515624997	0.193055555555556
MultiLineString ((485181 1791207, 517482 1792206))	871	872	40.77999999999999	0.192777777777778
MultiLineString ((517482 1792206, 485181 1791207))	872	871	87.35999999999999	0.192777777777778
MultiLineString ((717282 1699965, 717948 1668330))	888	894	155.63128906250012	0.192777777777778
MultiLineString ((717948 1668330, 717282 1699965))	894	888	34.829765625	0.192777777777778
MultiLineString ((393606 2052612, 356976 2064600))	390	925	1280	0.192500000000001
MultiLineString ((356976 2064600, 393606 2052612))	925	390	1413	0.192500000000001
MultiLineString ((456543 2113884, 456543 2081916))	786	794	235.78	0.191388888888889
MultiLineString ((456543 2081916, 456543 2113884))	794	786	479.4700000000002	0.191388888888889
MultiLineString ((535131 2176155, 566433 2176155))	919	920	434.28000000000014	0.191111111111111
MultiLineString ((566433 2176155, 535131 2176155))	920	919	656.53	0.191111111111111
MultiLineString ((570429 1963368, 570429 1980351))	676	607	594.8199999999999	0.190833333333391
MultiLineString ((570429 1980351, 570429 1963368))	607	676	408.49	0.190833333333346
MultiLineString ((452547 1822842, 453213 1790874))	867	870	139.35999999999999	0.190833333333333
MultiLineString ((453213 1790874, 452547 1822842))	870	867	71.68	0.190833333333333
MultiLineString ((681318 1698300, 681984 1666665))	887	893	112.82871093750008	0.190833333333333
MultiLineString ((681984 1666665, 681318 1698300))	893	887	40.89023437499998	0.190833333333333
MultiLineString ((650016 1698300, 681318 1698300))	886	887	165.36000000000013	0.19
MultiLineString ((681318 1698300, 650016 1698300))	887	886	77.28999999999999	0.19
MultiLineString ((451881 1889775, 483516 1890774))	732	733	111.52000000000002	0.189444444444444
MultiLineString ((483516 1890774, 451881 1889775))	733	732	231.51	0.189444444444444
MultiLineString ((485514 1758906, 517149 1761237))	874	875	246.56999999999994	0.189166666666667
MultiLineString ((517149 1761237, 485514 1758906))	875	874	128.35	0.189166666666667
MultiLineString ((650016 1698300, 640026 1668996))	886	892	557.1099999999999	0.188888888888892
MultiLineString ((640026 1668996, 650016 1698300))	892	886	544.9299999999998	0.188888888888891
MultiLineString ((725940 1879452, 726939 1859472))	581	582	1848.5500000000004	0.188888888888889
MultiLineString ((726939 1859472, 725940 1879452))	582	581	1273.7599999999995	0.188888888888889
MultiLineString ((593073 2137527, 617715 2145186))	741	743	489.69999999999993	0.188055555555557
MultiLineString ((512820 2008656, 522144 1993005))	713	716	0	0.188055555555556
MultiLineString ((522144 1993005, 512820 2008656))	716	713	0	0.188055555555556
MultiLineString ((617715 2145186, 593073 2137527))	743	741	404.02999999999986	0.188055555555556
MultiLineString ((456876 2144853, 456543 2113884))	781	786	177.10000000000005	0.187777777777778
MultiLineString ((456876 2144853, 488511 2144187))	781	782	160.10000000000005	0.187777777777778
MultiLineString ((488511 2144187, 456876 2144853))	782	781	253.26000000000002	0.187777777777778
MultiLineString ((456543 2113884, 456876 2144853))	786	781	353.8299999999998	0.187777777777778
MultiLineString ((451881 1921743, 483183 1922742))	726	727	136.58	0.187222222222222
MultiLineString ((483183 1922742, 451881 1921743))	727	726	338.44	0.187222222222222
MultiLineString ((451881 1855809, 482517 1858806))	864	865	428.84999999999985	0.187222222222222
MultiLineString ((482517 1858806, 451881 1855809))	865	864	831.4499999999997	0.187222222222222
MultiLineString ((666333 1918080, 667332 1897101))	631	571	3155.910000000001	0.186944444444618
MultiLineString ((667332 1897101, 666333 1918080))	571	631	2124.0699999999993	0.18694444444448
MultiLineString ((591075 2003661, 601398 1994670))	400	609	0	0.186666666666667
MultiLineString ((601398 1994670, 591075 2003661))	609	400	0	0.186666666666667
MultiLineString ((522477 1881783, 515151 1857141))	736	866	1762.6599999999971	0.185000000000002
MultiLineString ((451881 1985679, 482850 1985679))	714	715	140.84	0.185
MultiLineString ((482850 1985679, 451881 1985679))	715	714	311.1899999999998	0.185
MultiLineString ((515151 1857141, 522477 1881783))	866	736	1021.2299999999993	0.185
MultiLineString ((788544 1749582, 795537 1710954))	517	518	288.4999999999999	0.184444444444444
MultiLineString ((795537 1710954, 788544 1749582))	518	517	91	0.184444444444444
MultiLineString ((635031 1868796, 611388 1850481))	640	638	1195.9099999999978	0.184166666666678
MultiLineString ((708957 1854477, 717615 1837494))	579	656	2291.4700000000003	0.184166666666676
MultiLineString ((717615 1837494, 708957 1854477))	656	579	1483.0600000000004	0.184166666666668
MultiLineString ((611388 1850481, 635031 1868796))	638	640	360.15000000000003	0.184166666666667
MultiLineString ((482850 1985679, 482850 1954710))	715	721	454.8499999999982	0.183888888888889
MultiLineString ((482850 1954710, 482850 1985679))	721	715	543.8899999999974	0.183888888888889
MultiLineString ((641025 1645686, 625707 1620045))	897	899	241.12	0.183333333333335
MultiLineString ((625707 1620045, 641025 1645686))	899	897	55.25	0.183333333333333
MultiLineString ((452214 1954044, 482850 1954710))	720	721	247.37999999999977	0.182777777777778
MultiLineString ((482850 1954710, 452214 1954044))	721	720	578.0500000000002	0.182777777777778
MultiLineString ((731268 1734264, 749583 1751913))	861	907	75.83000000000003	0.1825
MultiLineString ((749583 1751913, 731268 1734264))	907	861	174.37	0.1825
MultiLineString ((707625 1922742, 697302 1909755))	565	569	0	0.181944444444444
MultiLineString ((697302 1909755, 707625 1922742))	569	565	0	0.181944444444444
MultiLineString ((649350 1918080, 666333 1918080))	628	631	1028.92	0.181944444444444
MultiLineString ((666333 1918080, 649350 1918080))	631	628	756.85	0.181944444444444
MultiLineString ((617715 2145186, 609723 2120877))	743	752	94.26999999999998	0.180833333333333
MultiLineString ((609723 2120877, 617715 2145186))	752	743	288.46999999999997	0.180833333333333
MultiLineString ((634032 1621377, 664002 1637694))	442	898	36.05	0.180277777777778
MultiLineString ((682983 1908090, 667332 1897101))	570	571	568.68	0.180277777777778
MultiLineString ((667332 1897101, 682983 1908090))	571	570	431.59999999999997	0.180277777777778
MultiLineString ((538461 1866132, 515151 1857141))	810	866	317.93000000000006	0.180277777777778
MultiLineString ((515151 1857141, 538461 1866132))	866	810	305.2	0.180277777777778
MultiLineString ((664002 1637694, 634032 1621377))	898	442	19.659999999999993	0.180277777777778
MultiLineString ((709290 1868463, 726939 1859472))	580	582	2502.8799999999987	0.180000000000007
MultiLineString ((726939 1859472, 709290 1868463))	582	580	2006.949999999999	0.180000000000003
MultiLineString ((669996 1788210, 678987 1764900))	665	849	134.24000000000004	0.18
MultiLineString ((678987 1764900, 669996 1788210))	849	665	112.38999999999999	0.18
MultiLineString ((538794 1849815, 515151 1857141))	812	866	558.8773046874993	0.179722222222225
MultiLineString ((515151 1857141, 538794 1849815))	866	812	467.0596484374994	0.179722222222224
MultiLineString ((683982 1894437, 666333 1885446))	572	637	2779.6400000000003	0.179166666666708
MultiLineString ((666333 1885446, 683982 1894437))	637	572	2399.15	0.179166666666689
MultiLineString ((654012 1788210, 647019 1764234))	843	848	98.02999999999999	0.179166666666667
MultiLineString ((647019 1764234, 654012 1788210))	848	843	45.399999999999984	0.179166666666667
MultiLineString ((678987 1764900, 702297 1756908))	849	853	433.21999999999827	0.179166666666667
MultiLineString ((702297 1756908, 678987 1764900))	853	849	198.3199999999999	0.179166666666667
MultiLineString ((586080 1981017, 585414 1964034))	606	675	1073.82	0.177777777777778
MultiLineString ((585414 1964034, 586080 1981017))	675	606	1300.1599999999992	0.177777777777778
MultiLineString ((605061 1787211, 614385 1763901))	840	847	280.2599999999999	0.177777777777778
MultiLineString ((614385 1763901, 605061 1787211))	847	840	123.07000000000004	0.177777777777778
MultiLineString ((683649 1881450, 699633 1877121))	576	577	1571.6199999999997	0.177222222222232
MultiLineString ((699633 1877121, 683649 1881450))	577	576	1174.2499999999998	0.177222222222225
MultiLineString ((692973 1865133, 709290 1868463))	578	580	716.6299999999999	0.177222222222222
MultiLineString ((709290 1868463, 692973 1865133))	580	578	607.6999999999996	0.177222222222222
MultiLineString ((621045 1787544, 614385 1763901))	839	847	134.46000000000006	0.177222222222222
MultiLineString ((614385 1763901, 621045 1787544))	847	839	60.80999999999998	0.177222222222222
MultiLineString ((641691 1694970, 616050 1698300))	445	885	86.81000000000014	0.176944444444444
MultiLineString ((616050 1698300, 641691 1694970))	885	445	53.53999999999996	0.176944444444444
MultiLineString ((485181 2011320, 482850 1985679))	391	715	223.4300000000002	0.176666666666667
MultiLineString ((652680 1956042, 668997 1952379))	555	556	3116.1800000000003	0.176666666666667
MultiLineString ((668997 1952379, 652680 1956042))	556	555	1735.0831249999999	0.176666666666667
MultiLineString ((482850 1985679, 485181 2011320))	715	391	332.39999999999924	0.176666666666667
MultiLineString ((683649 1881450, 692973 1865133))	576	578	2583.7000000000016	0.176111111111185
MultiLineString ((692973 1865133, 683649 1881450))	578	576	1232.91	0.176111111111115
MultiLineString ((573093 1786212, 581418 1763568))	836	846	244.51999999999987	0.176111111111111
MultiLineString ((581418 1763568, 573093 1786212))	846	836	97.31	0.176111111111111
MultiLineString ((577089 2057274, 558441 2049615))	770	768	681.6200000000002	0.175833333333334
MultiLineString ((558441 2049615, 577089 2057274))	768	770	315.40999999999985	0.175833333333333
MultiLineString ((539460 1832832, 516816 1824174))	818	869	111.89000000000003	0.175833333333333
MultiLineString ((516816 1824174, 539460 1832832))	869	818	41.75	0.175833333333333
MultiLineString ((634032 1621377, 454545 1623708))	442	929	724	0.175277777777778
MultiLineString ((454545 1623708, 634032 1621377))	929	442	653	0.175277777777778
MultiLineString ((513819 1766232, 482850 1745919))	460	461	2611.379999999997	0.175000000000008
MultiLineString ((482850 1745919, 513819 1766232))	461	460	2019.2299999999962	0.175000000000003
MultiLineString ((667332 1897101, 650349 1885446))	571	634	857.7199999999997	0.175000000000001
MultiLineString ((650349 1885446, 667332 1897101))	634	571	512.1599999999999	0.175
MultiLineString ((419580 1920744, 387612 1936395))	417	926	484	0.174722222222222
MultiLineString ((540459 1785213, 517482 1792206))	832	872	92.25000000000004	0.174722222222222
MultiLineString ((517482 1792206, 540459 1785213))	872	832	61.439999999999976	0.174722222222222
MultiLineString ((387612 1936395, 419580 1920744))	926	417	371	0.174722222222222
MultiLineString ((654345 1729935, 641691 1694970))	446	445	1497.6699999999953	0.174166666666668
MultiLineString ((641691 1694970, 654345 1729935))	445	446	996.9599999999965	0.174166666666667
MultiLineString ((632367 1950048, 648351 1948383))	623	624	2217.31	0.173888888888889
MultiLineString ((648351 1948383, 632367 1950048))	624	623	1856.3799999999983	0.173888888888889
MultiLineString ((646353 2151846, 634365 2176488))	744	922	2361.2	0.173333333333493
MultiLineString ((634365 2176488, 646353 2151846))	922	744	1614.22	0.173333333333368
MultiLineString ((553779 2017314, 576756 2024640))	584	586	1149.739999999992	0.170833333333334
MultiLineString ((576756 2024640, 553779 2017314))	586	584	1523.4999999999923	0.170833333333334
MultiLineString ((758241 1825173, 781218 1824174))	542	903	0	0.170555555555556
MultiLineString ((781218 1824174, 758241 1825173))	903	542	0	0.170555555555556
MultiLineString ((617715 2145186, 626373 2120211))	743	751	188.72000000000003	0.169722222222222
MultiLineString ((626373 2120211, 617715 2145186))	751	743	684.8	0.169722222222222
MultiLineString ((681318 1927737, 666333 1918080))	559	631	1014.0799999999999	0.169444444444444
MultiLineString ((666333 1918080, 681318 1927737))	631	559	691.11	0.169444444444444
MultiLineString ((641691 2008656, 632367 1995336))	596	613	0	0.169166666666667
MultiLineString ((632367 1995336, 641691 2008656))	613	596	0	0.169166666666667
MultiLineString ((718614 1756908, 711288 1733598))	852	860	285.0169531249995	0.168888888888889
MultiLineString ((711288 1733598, 718614 1756908))	860	852	110.34000000000003	0.168888888888889
